ID,Brand,Country,Ad,First.Run,URL,Launch/Pre,ABX.ID,Campaign.Flight.1,Campaign.Flight.2,Campaign.Flight.3,People,Female,Male,Female.Celebrity,Male.Celebrity,Child,Teen,Elderly,Multiple.Ethnicities,Ethnic.Minority,Disability.Representation,Animal,Dog,Cat,Prominent.Animal,Voiceover,Female.Voiceover,Male.Voiceover,Amazon'.in.Voiceover,Products,Prominent.Music,Pop.Culture.Music,Jingle.Appearance,Dancing,Parent-Child.Interation,Dialogue,Animated,Humor,High-arousal.Happiness,Low-arousal.Happiness,Sadness,Prominent.Amazon.Logo,Number.of.Amazon.Logo.Appearance,Smile.Logo,Amazon.Brands,Non-Amazon.Brands,Amazon.App,Amazon.Website,Amazon.Search.Bar,Amazon.Boxes,Amazon.Box.Opening,Amazon.Vans,Amazon.Employee,Amaon.Devices,Start.card,End.card,Number.of.Benefits,Selection.Benefit,Shipping.Benefit,Price.Information,Amazon.Saves.the.Day,Call.to.Action,Disadvantaged,Meaning,Transformation,Mastery,Belonging,Autonomy,Awe,Mix,Benefits,Brand,Clear.Brand,Message.Delivery,Clear,Understood,Reputation,Relevant,See.Again,Like,Dislike,Purchase,Recommend,Branding.Correct.Recall
93,Amazon,United Kingdom,DANCER UK 30,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-04K5va278RDPn1xb8hxu4UcKRgWb0Y5R%2F%2FSCVXM%3D-aMFVwG7uIso1cybm%2FJpZpQ%3D%3D,Launch,8915052,UK_black friday/cyber monday_2020Q4,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.87 ,0.71 ,0.75 ,0.83 ,0.42 ,0.59 ,0.66 ,0.57 ,0.05 ,0.19 ,0.13 ,0.51 
94,Amazon,United Kingdom,DANCER UK 60,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-7eTL3euzOJhIGXgG5373kvasUeTWzKn957UFok8%3D-EJDrpxcvBac2EfmC2jP4GA%3D%3D,Launch,8915053,UK_black friday/cyber monday_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0.89 ,0.68 ,0.72 ,0.74 ,0.39 ,0.58 ,0.75 ,0.63 ,0.05 ,0.14 ,0.12 ,0.43 
95,Amazon,United Kingdom,DANCER UK 120,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-rQrR%2FOOSS3wCwdbAMVQTiL50knCc6nxIJUCOZtA%3D-8df4R1HrJDSkDMfr0yuh%2FA%3D%3D,Launch,8915054,UK_black friday/cyber monday_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0.90 ,0.64 ,0.69 ,0.70 ,0.37 ,0.64 ,0.69 ,0.62 ,0.07 ,0.10 ,0.11 ,0.62 
96,Amazon,Germany,DANCER DE 20,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-UlBcf0ku%2FS0UwE4F%2FiMhNqxPEKtlMydQFp0oqq8%3D-7X9hT%2FZeoAl0jViHWYrN9A%3D%3D,Launch,8915055,DE Holiday 2020,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,3,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0.85 ,0.43 ,0.47 ,0.59 ,0.18 ,0.50 ,0.54 ,0.46 ,0.13 ,0.10 ,0.09 ,0.40 
97,Amazon,Germany,DANCER DE 30,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-2eR%2FPqDvoC%2F0ztYwQ0kVD29uyzQX%2FnIBhyfHRes%3D-fK%2F3saRJWD4tihdwzWeilQ%3D%3D,Launch,8915056,DE Holiday 2020,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.86 ,0.58 ,0.62 ,0.74 ,0.23 ,0.49 ,0.56 ,0.46 ,0.15 ,0.16 ,0.15 ,0.40 
98,Amazon,Germany,DANCER DE 60,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-x3QRsFSgVztyZWyqYpeTSg9EkEYzjYBY1Kx9jpg%3D-4cZVl4v7FZXD7nq1iDBwrA%3D%3D,Launch,8915057,DE Holiday 2020,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,3,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0.75 ,0.56 ,0.57 ,0.63 ,0.16 ,0.53 ,0.61 ,0.47 ,0.19 ,0.07 ,0.07 ,0.43 
99,Amazon,Germany,DANCER DE 120,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-s%2F%2FnwfQImETxYMm7MbZyA9j7gDXjjoJun6TXiF4%3D-tjXN01EHoRLEqIle6llMAA%3D%3D,Launch,8915058,DE Holiday 2020,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,3,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0.72 ,0.52 ,0.56 ,0.63 ,0.30 ,0.55 ,0.65 ,0.64 ,0.11 ,0.13 ,0.12 ,0.52 
100,Amazon,France,DANCER FR 20,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-seH5GP1O%2FQmZf0p77J%2BDMjGsde6B8frjeF1FxcI%3D-HmsrxjSJuMrUA%2FDy6SQvGA%3D%3D,Launch,8915059,FR_christmas_2020_bda_the_show_must_go_on_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,3,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0.74 ,0.48 ,0.51 ,0.58 ,0.07 ,0.51 ,0.45 ,0.26 ,0.14 ,0.19 ,0.07 ,0.47 
101,Amazon,France,DANCER FR 30,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-hr%2BLJKXfgc4AmBPjuHbJlWOo%2FM9BmDoKjlzuBZQ%3D-8wMw4LJRa6Ma0KllRyK2sw%3D%3D,Launch,8915060,FR_christmas_2020_bda_the_show_must_go_on_2020Q4,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0.76 ,0.58 ,0.62 ,0.66 ,0.13 ,0.49 ,0.53 ,0.42 ,0.16 ,0.10 ,0.09 ,0.40 
102,Amazon,France,DANCER FR 120,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-wmxCPkiVv3zhwMeFBTTX8Wj5embQaNYSJII8xv0%3D-MBLd7GDbPe1%2F%2Fz4Ad5nGmQ%3D%3D,Launch,8915061,FR_christmas_2020_bda_the_show_must_go_on_2020Q4,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0.51 ,0.42 ,0.45 ,0.60 ,0.14 ,0.44 ,0.62 ,0.59 ,0.12 ,0.13 ,0.09 ,0.54 
103,Amazon,France,The show goes on,2020-11-05,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-Omf8hc0sSkbTfK4ic2Yb8ZU3w9oVkkhbvqYhT2k%3D-lhG4AE6p9DJIR%2BDKHaVbsg%3D%3D,Launch,8943424,FR_christmas_2020_bda_the_show_must_go_on_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0.76 ,0.51 ,0.55 ,0.62 ,0.15 ,0.48 ,0.56 ,0.40 ,0.11 ,0.09 ,0.14 ,0.30 
104,Amazon,France,DANCER FR 60,2020-11-09,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-wbNqkE5NsGRIqmg1LDYUZy0GHElEHk7ncc4IG7M%3D-HZE%2BAtbrWunjSGZjt0oRaA%3D%3D,Launch,8960403,FR_christmas_2020_bda_the_show_must_go_on_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.80 ,0.60 ,0.66 ,0.73 ,0.33 ,0.57 ,0.69 ,0.60 ,0.05 ,0.15 ,0.17 ,0.53 
105,Amazon,United States,DANCER US 30,2020-11-09,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-mpeHAEngTpI%2FPKP5jGMpm5nOSnDAG1t1xRyP4Lg%3D-XYK7Dj7J7l1zP9aPenLMjw%3D%3D,Launch,8960406,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0.87 ,0.66 ,0.72 ,0.76 ,0.41 ,0.57 ,0.64 ,0.61 ,0.09 ,0.11 ,0.13 ,0.38 
106,Amazon,United States,DANCER US 60,2020-11-09,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-yWOHZYk1tpaaRBSXcWCLFh8GmSayiDm4xitK2vw%3D-Y6ceKzKWjf1wLLM7wUrhiQ%3D%3D,Launch,8960407,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,2,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0.82 ,0.63 ,0.66 ,0.74 ,0.36 ,0.66 ,0.70 ,0.68 ,0.07 ,0.14 ,0.17 ,0.43 
107,Amazon,United States,DANCER US 120,2020-11-09,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-bdqQcybSqMiDQ2g0NZj6MS%2FAjX0ftwSHj4X2AKI%3D-lEHxCDhRvDBG0SvhINlbag%3D%3D,Launch,8960408,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0.83 ,0.69 ,0.71 ,0.78 ,0.48 ,0.67 ,0.71 ,0.71 ,0.07 ,0.19 ,0.20 ,0.38 
109,Amazon,United States,CAM IS GETTING HIS HOLIDAY SHOPPING DONE AT AMAZON,2020-11-20,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-2U2OwScpduvO9mJbnTLlcnWFQ%2FbDfgAR1YYXgZo%3D-KCRYpP8SM0WlWCfLc95xMA%3D%3D,Launch,9058578,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.90 ,0.62 ,0.65 ,0.72 ,0.28 ,0.55 ,0.53 ,0.44 ,0.10 ,0.14 ,0.14 ,0.36 
108,Amazon,United Kingdom,With Amazon get your Christmas shopping done early with their Black Friday Week deals from the 20th to the 30th of November.,2020-11-19,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-MUaTZ2xvWUYFpyPLwedNVpyw5zAdJqyhCfzEshE%3D-j4DHJdIHtPKcEkeMRFkgXQ%3D%3D,Launch,9058954,UK_black friday/cyber monday_2020Q4,,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0.94 ,0.70 ,0.74 ,0.78 ,0.30 ,0.65 ,0.55 ,0.43 ,0.11 ,0.12 ,0.08 ,0.49 
110,Amazon,Germany,Cool Uncle 15 DE,2020-11-30,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-kBsmQi5c3t1JSlfHzSaiK3jLjr3ruIA0I6cGfi4%3D-aVs3kdyMaOhi50lSgRVgkQ%3D%3D,Launch,9175968,DE Holiday 2020,,,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.89 ,0.60 ,0.63 ,0.74 ,0.25 ,0.56 ,0.49 ,0.39 ,0.15 ,0.13 ,0.13 ,0.29 
111,Amazon,Germany,Suave 15 DE,2020-11-30,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-SYdARqa0qEX2RjLmqu3WwnYBkKRvsSOemdzVW04%3D-uBQmUTslc6%2BMatOru4GsaQ%3D%3D,Launch,9175969,DE Holiday 2020,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.90 ,0.69 ,0.71 ,0.80 ,0.35 ,0.67 ,0.61 ,0.50 ,0.15 ,0.15 ,0.19 ,0.41 
112,Amazon,Japan,Black Friday Cyber Monday 15 JP,2020-11-30,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-VfjAwxOrVT195Ve5m2GrvZCcSnOqw19cumsiidc%3D-kYymLt1VHzRm9%2BbywyhFCw%3D%3D,Launch,9175972,JP Holiday 2020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.86 ,0.49 ,0.59 ,0.55 ,0.21 ,0.54 ,0.38 ,0.19 ,0.05 ,0.13 ,0.09 ,0.31 
113,Amazon,United Kingdom,Suave Stuart 15 UK,2020-11-30,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-cAsnYnlAcldleLEUHX5BGiSnODMMUnKOl60daDo%3D-rIVAKNjCBfoeCwKBdRAtRA%3D%3D,Launch,9175977,UK_black friday/cyber monday_2020Q4,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.94 ,0.71 ,0.75 ,0.75 ,0.26 ,0.64 ,0.56 ,0.36 ,0.10 ,0.15 ,0.10 ,0.54 
114,Amazon,United States,Suave Dougie 15 US,2020-11-30,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-nlEwdROzTat7rww%2Fm5To5kPPBpx1GhachNllPiA%3D-JDkZwRUYLkMLTOIjPY%2FXTA%3D%3D,Launch,9175978,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88 ,0.64 ,0.67 ,0.72 ,0.34 ,0.63 ,0.56 ,0.48 ,0.09 ,0.14 ,0.10 ,0.29 
115,Amazon,United States,LISA IS GETTING HER HOLIDAY SHOPPING DONE EARLY AT,2020-12-01,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-m4RL3Gn98UFzqV5z6JPcODyp6VPTXtKyYSf5hhU%3D-AIDaMx0gpN%2FdDv0%2BKqy3uA%3D%3D,Launch,9181369,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.88 ,0.61 ,0.67 ,0.69 ,0.29 ,0.59 ,0.53 ,0.43 ,0.09 ,0.13 ,0.16 ,0.29 
116,Amazon,Japan,Gift Point Japan,2020-12-07,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-MbJBr9W2ByLpzeskkJNEx2WR4nAx4vJibstTXh8%3D-UdpI8uUxJvLSWoRoPMR1qQ%3D%3D,Launch,9268135,JP Holiday 2020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.85 ,0.48 ,0.55 ,0.57 ,0.22 ,0.46 ,0.35 ,0.25 ,0.06 ,0.13 ,0.07 ,0.39 
117,Amazon,Germany,Dinner Charmer Vat DE,2020-12-25,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-I7j7ErRVqwwK0nb34kMnHmZnql%2Bs5KNDaJX8ZTg%3D-59tpFVD%2BGL7%2FQCKIrAMJfg%3D%3D,Launch,9429617,DE Holiday 2020,,,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0.89 ,0.57 ,0.58 ,0.71 ,0.18 ,0.56 ,0.49 ,0.34 ,0.21 ,0.11 ,0.13 ,0.26 
118,Amazon,Japan,New Year Sale JP,2020-12-28,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-rWE%2BVrZqTVDy%2B1QLyDPgeP%2B0gLWFhUu3IFNXfiE%3D-pV3c%2BH9sktXBKpVWhnZ2aw%3D%3D,Launch,9429633,JP Holiday 2020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.85 ,0.61 ,0.65 ,0.66 ,0.22 ,0.53 ,0.40 ,0.19 ,0.04 ,0.14 ,0.09 ,0.26 
119,Amazon,Japan,Holiday 2020 Oshogatsu 30,2021-01-07,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-sU2A0gm9whhN2F84BjKgPrK1mXXwKmMI6tVhbz4%3D-V6rJVr0mH3bYFnWVtcEZ8Q%3D%3D,Launch,9506503,JP Holiday 2020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.60 ,0.28 ,0.36 ,0.36 ,0.17 ,0.37 ,0.30 ,0.23 ,0.07 ,0.14 ,0.06 ,0.21 
120,Amazon Prime,United States,FREE TWO HOUR GROCERY DELIVERY INCLUDED WITH PRIME,2021-01-09,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-%2B1NGJQSy1HK6%2BOo3fTNEn7rLxQ9hWbc%2Bl7MoCm8%3D-VFtJZYg0y3R3KngB1BBcDA%3D%3D,Launch,9524776,US EP Joy Delivered Q1'21,,,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.93 ,0.74 ,0.80 ,0.80 ,0.39 ,0.58 ,0.56 ,0.53 ,0.07 ,0.14 ,0.19 ,0.38 
124,Amazon Corporate,Germany,Daniel DE 30,2021-01-11,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-zUTc0EpBYyYB5VnBIjjbdjMWPcpRQmSy%2Fl6hNZA%3D-VDP0Czwc0GcQLF8jLgOk%2Fg%3D%3D,Launch,9538446,DE_this is amazon_2021Q1,DE_this is amazon_2021Q2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.82 ,0.53 ,0.58 ,0.59 ,0.37 ,0.48 ,0.52 ,0.43 ,0.14 ,0.11 ,0.19 ,0.38 
123,Amazon,United Kingdom,"Amazon have low prices anytime, anywhere.",2021-01-11,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-afDuz4PxR6VWnB4IU4tlbTRvyI3wyEtUHAvyo5s%3D-wwSsDXqQ5lY0uzQzAC4XsQ%3D%3D,Launch,9550279,UK_value q1 - night shift_2021Q1,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0.88 ,0.71 ,0.77 ,0.78 ,0.24 ,0.71 ,0.53 ,0.40 ,0.09 ,0.15 ,0.09 ,0.50 
128,Amazon Prime,United Kingdom,"Amazon Prime gives fast delivery, video and music for £7.99 a month",2021-01-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-Nsk0xyeY8tgVp9BpeZjvefHuXHxLNXvGsPha9KE%3D-Cp0smbE7uwpZAzFOjyaPJA%3D%3D,Launch,9648745,UK EP Joy Delivered Q1'21,,,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,4,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.89 ,0.66 ,0.69 ,0.73 ,0.25 ,0.56 ,0.47 ,0.40 ,0.08 ,0.05 ,0.12 ,0.55 
127,Amazon,United States,WOW THAT'S A LOW PRICE WOW THAT'S A LOW PRICE WHAT,2021-01-24,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-dmhcteLnOQC4XbH0yBYT7NHOOYCzZ3KQu5bgjkU%3D-kV1IELzI0L%2BiFr1RIVxpvA%3D%3D,Launch,9682465,US_embrace amazon value_2021Q1,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.95 ,0.76 ,0.82 ,0.82 ,0.38 ,0.77 ,0.64 ,0.54 ,0.04 ,0.19 ,0.21 ,0.34 
129,Amazon,United Kingdom,Amazon have installed solar panels on over 65 of their facilities. (Coronavirus),2021-02-03,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-9zxi8V6mYJoROOPb1ymY%2Bd9eX3p5bXM4sF86fFk%3D-cWJWVnUgKb%2FHErKt0OUbdw%3D%3D,Launch,9752772,UK_this is amazon_2021Q1,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.89 ,0.66 ,0.71 ,0.76 ,0.41 ,0.67 ,0.64 ,0.34 ,0.05 ,0.13 ,0.08 ,0.47 
130,Amazon Alexa,United States,Amazon Alexa Body Ad,2021-02-05,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-F9c16x0RJvShtnBNtRRmVuXpn2Wr1CXJOuDa5QU%3D-87vAt0FNBrKQ3YZYs2ne0w%3D%3D,Launch,9759192,US_superbowl_2021Q1,,,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,3,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.83 ,0.63 ,0.64 ,0.73 ,0.31 ,0.53 ,0.65 ,0.55 ,0.13 ,0.17 ,0.16 ,0.43 
133,Amazon Alexa,United States,Amazon Alexa Body Ad :30,2021-02-08,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-KtWdol1e7D6T1%2BLsQy9oXgs%2FNLtW6WPXucz2eAE%3D-LG6kAUw%2FUDnUpQDMP0qtog%3D%3D,Launch,9778562,US_superbowl_2021Q1,,,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.78 ,0.57 ,0.57 ,0.63 ,0.30 ,0.53 ,0.56 ,0.51 ,0.15 ,0.14 ,0.11 ,0.31 
