ID,Brand,Country,Ad,First.Run,URL,Launch/Pre,ABX.ID,Campaign.Flight.1,Campaign.Flight.2,Campaign.Flight.3,People,Female,Male,Female.Celebrity,Male.Celebrity,Child,Teen,Elderly,Multiple.Ethnicities,Ethnic.Minority,Disability.Representation,Animal,Dog,Cat,Prominent.Animal,Voiceover,Female.Voiceover,Male.Voiceover,Amazon'.in.Voiceover,Products,Prominent.Music,Pop.Culture.Music,Jingle.Appearance,Dancing,Parent-Child.Interation,Dialogue,Animated,Humor,High-arousal.Happiness,Low-arousal.Happiness,Sadness,Prominent.Amazon.Logo,Number.of.Amazon.Logo.Appearance,Smile.Logo,Amazon.Brands,Non-Amazon.Brands,Amazon.App,Amazon.Website,Amazon.Search.Bar,Amazon.Boxes,Amazon.Box.Opening,Amazon.Vans,Amazon.Employee,Amaon.Devices,Start.card,End.card,Number.of.Benefits,Selection.Benefit,Shipping.Benefit,Price.Information,Amazon.Saves.the.Day,Call.to.Action,Disadvantaged,Meaning,Transformation,Mastery,Belonging,Autonomy,Awe,Mix,Benefits,Brand,Clear.Brand,Message.Delivery,Clear,Understood,Reputation,Relevant,See.Again,Like,Dislike,Purchase,Recommend,Branding.Correct.Recall
46,Amazon,United States,THIS YEAR WE'RE GOING TO SOLVE QUADRATIC EQUATIONS,2020-07-27,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-KSaTaTsxs2dVhs5XGsAi9%2FT9unyWnTTYgt8pS4w%3D-deI%2Fcs14C4xfcexRe8OTOA%3D%3D,Launch,8243478,US_back to school 2020_2020Q3,,,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0.95 ,0.70 ,0.75 ,0.77 ,0.38 ,0.59 ,0.58 ,0.48 ,0.06 ,0.17 ,0.12 ,0.38 
47,Amazon,United States,THIS YEAR I'M GOING TO TEACH MY CLASS ABOUT,2020-07-27,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-QQcTNDROW9ng63lvbRSwBfKhDUuiPzjacOJIwjM%3D-6YD9G9lmuXP94mgp5Pd4pw%3D%3D,Launch,8243479,US_back to school 2020_2020Q3,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0.91 ,0.71 ,0.73 ,0.82 ,0.40 ,0.63 ,0.66 ,0.54 ,0.07 ,0.15 ,0.12 ,0.34 
44,Amazon Corporate,France,Lea 30 FR,2020-07-24,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-j01elC63t1e0SAjszfnscPSCIwOILHgA2Y%2FfLuY%3D-JTqkqQqn48Q2m4EJ6Tq2bw%3D%3D,Launch,8243776,FR_this is amazon_2020Q4,FR_this is amazon_2020Q4,,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.88 ,0.65 ,0.67 ,0.77 ,0.28 ,0.57 ,0.61 ,0.42 ,0.11 ,0.12 ,0.13 ,0.42 
48,Amazon Corporate,Japan,Akio Corporate 30,2020-08-03,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-OIPAl8e9fn5VjXIScVEl1h8d3hExXhtJzSSnpsQ%3D-0rnUKeR2VABjHJ7IRqZImw%3D%3D,Launch,8284573,JP_this is amazon_2020Q3,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,5,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88 ,0.50 ,0.53 ,0.63 ,0.46 ,0.61 ,0.44 ,0.28 ,0.04 ,0.20 ,0.09 ,0.29 
50,Amazon Corporate,Japan,Akio Corporate 60,2020-08-03,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-4w%2FIFHLY43SY4PshYSBr7x1H9CBZ4Ia%2Fbs9yBok%3D-jfMgcKmdNO%2Bmz%2FbJYt9%2BrQ%3D%3D,Launch,8284586,JP_this is amazon_2020Q3,,,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.88 ,0.58 ,0.63 ,0.69 ,0.43 ,0.63 ,0.45 ,0.34 ,0.12 ,0.20 ,0.10 ,0.34 
52,Amazon Corporate,Japan,Masaru Corporate 30,2020-08-03,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-0E2BhMr82SZvIOjf2O%2Bn3pI8%2FgloTtW9HVzRJnY%3D-eZouwRJr8oTmFImgmC3y7w%3D%3D,Launch,8284605,JP_this is amazon_2020Q3,,,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.91 ,0.50 ,0.55 ,0.64 ,0.36 ,0.55 ,0.45 ,0.35 ,0.08 ,0.14 ,0.05 ,0.22 
54,Amazon Corporate,Japan,Masaru Corporate 60,2020-08-03,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-EIJcjip4uv5gBfS6qgG4kpLb1%2BiLfurFhgRc2zs%3D-F4cI%2Fr6arLVvCDvTPrxfew%3D%3D,Launch,8284621,JP_this is amazon_2020Q3,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0.94 ,0.73 ,0.75 ,0.83 ,0.59 ,0.70 ,0.59 ,0.49 ,0.04 ,0.21 ,0.13 ,0.38 
57,Amazon Corporate,France,Camille FR 30,2020-08-17,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-pzlnm3rN8v9YyacgmTCqLYdwqxluXPN6Yy4ZMAM%3D-nkcW58kFv%2BxlpxQK7zh29Q%3D%3D,Launch,8348894,FR_this is amazon_2020Q4,FR_this is amazon_2021Q1,,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0.91 ,0.51 ,0.55 ,0.74 ,0.21 ,0.53 ,0.50 ,0.36 ,0.09 ,0.22 ,0.13 ,0.36 
59,Amazon Corporate,France,Magalie FR 30,2020-08-17,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-b34fDgALjevUykVAz4ljDpNBMCe19pkAIG%2BC4pY%3D-jM1KUxh7tQfTKFpgeo0ysw%3D%3D,Launch,8348895,FR_this is amazon_2020Q4,FR_this is amazon_2020Q4,FR_this is amazon_2021Q1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0.90 ,0.60 ,0.64 ,0.75 ,0.16 ,0.50 ,0.52 ,0.40 ,0.13 ,0.22 ,0.13 ,0.32 
61,Amazon Corporate,France,Claude FR 30,2020-08-17,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-laMc8WxXftat%2BxUJMAyrle3BB0c1em%2BaxwpKhxE%3D-CYn7YR2oL2ZHFbMWcwT6cw%3D%3D,Launch,8348896,FR_this is amazon_2020Q4,FR_this is amazon_2020Q4,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.92 ,0.65 ,0.67 ,0.75 ,0.35 ,0.58 ,0.53 ,0.46 ,0.08 ,0.25 ,0.14 ,0.30 
56,Amazon,United Kingdom,That's a low price,2020-08-17,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-4TuknMve3EIcaVyk%2FiV1B%2FtHCOwj6YJSVQVPtdU%3D-hDZwLixldZDewBzZZvIzBQ%3D%3D,Launch,8350855,UK_fundamentals value q3_2020_2020Q3,,,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.95 ,0.83 ,0.85 ,0.88 ,0.26 ,0.75 ,0.44 ,0.38 ,0.07 ,0.19 ,0.11 ,0.41 
151,Amazon,Germany,Low prices when and where you want,2021-04-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-pEyB2aMCNRUoVXapW6z3ATj8Rm4nfueAJWdVOvYM-Iwe9%2FKNyrYUcWJG8br8u5g%3D%3D,Launch,8350882,DE Fundamentals Q2'21 Flight 2,DE Fundamentals Q3'21 Flight 4,,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,3,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0.93 ,0.62 ,0.65 ,0.77 ,0.20 ,0.61 ,0.44 ,0.33 ,0.14 ,0.23 ,0.13 ,0.41 
74,Amazon,Germany,Low prices when and where you want,2020-09-15,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-SBWWHGGO0oWW%2B8U1OOePbXaOcBFtyB%2FxkyGQfC0%3D-c7Wwb5YlPwYK2ljCg1up7A%3D%3D,Launch,8350882,DE Fundamentals Q3'20,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93 ,0.62 ,0.65 ,0.77 ,0.20 ,0.61 ,0.44 ,0.33 ,0.14 ,0.23 ,0.13 ,0.41 
122,Amazon,Germany,Low prices when and where you want,2021-01-11,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-S%2B%2FMpTZmlJqZIgb%2ByuTdlofVHBKBqGgUSwCsohA%3D-34trw6omFl1JQwOPUtmvlA%3D%3D,Launch,8350882,DE Fundamentals Q1'21 Flight 1,,,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,2,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0.93 ,0.62 ,0.65 ,0.77 ,0.20 ,0.61 ,0.44 ,0.33 ,0.14 ,0.23 ,0.13 ,0.41 
65,Amazon Corporate,United States,Hector 30,2020-08-25,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-2aQeMHE2YmmuGrtZiVGAWtahU7ABvO2EF6H4jXo%3D-dk2xFzHrL18JnWN0OLkcxg%3D%3D,Launch,8369988,US_this is amazon_2020Q3,,,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.95 ,0.81 ,0.83 ,0.87 ,0.52 ,0.77 ,0.73 ,0.61 ,0.02 ,0.20 ,0.19 ,0.32 
67,Amazon Corporate,United States,Joe 30,2020-08-25,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-BeCWKb5rr%2FkOiF%2B502dR9GubAZgKN20bMgeMei4%3D-%2BsiJ%2FahIMZwA4FK7O8SaFg%3D%3D,Launch,8369989,US_this is amazon_2020Q3,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.91 ,0.76 ,0.79 ,0.80 ,0.43 ,0.73 ,0.64 ,0.58 ,0.05 ,0.17 ,0.14 ,0.35 
63,Amazon,France,Low prices wherever you want them,2020-08-24,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-SYb23A1qivz4vekbVSeOs3Z1HNHar4Q1vHeLrIk%3D-EIiXAVhEGG%2BuNNcpUAZiiA%3D%3D,Launch,8380323,FR_core proposition_2020Q3,,,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.88 ,0.64 ,0.70 ,0.71 ,0.16 ,0.60 ,0.49 ,0.33 ,0.07 ,0.18 ,0.10 ,0.46 
121,Amazon,France,Low prices wherever you want them,2021-01-11,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-eK273L6vj5UqN8%2FJMWJVDxzEOteoaRP7nwwQUw4%3D-TF%2Br5QVggQkqlAQ1G6zEow%3D%3D,Launch,8380323,FR_core proposition_2021Q1,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.88 ,0.64 ,0.70 ,0.71 ,0.16 ,0.60 ,0.49 ,0.33 ,0.07 ,0.18 ,0.10 ,0.46 
64,Amazon,United Kingdom,End of summer sale: the sale that comes to you,2020-08-24,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-scDR4v0o6XrL5aSBRnWmk%2B8%2Fc6%2F6in%2F3UpVEDrw%3D-jTgXmdVK7HAS%2F9ebBNV7hQ%3D%3D,Launch,8380328,UK_end of summer sale 2020_2020Q3,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.97 ,0.76 ,0.77 ,0.85 ,0.34 ,0.79 ,0.56 ,0.48 ,0.03 ,0.15 ,0.10 ,0.42 
69,Amazon,Japan,Wow Deal 30,2020-08-31,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-TwYdio0eP%2FyLjrB4BthGt50dT1gezskXzjVZoRo%3D-igYEP70n2u8TbJ1YZaig%2Bg%3D%3D,Launch,8433453,JP Fundamentals Q3'20,,,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,4,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.83 ,0.52 ,0.60 ,0.57 ,0.21 ,0.54 ,0.38 ,0.16 ,0.10 ,0.10 ,0.10 ,0.30 
70,Amazon,Japan,Messy House 15,2020-08-31,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-iHfDkOY9%2FX3Et8ScwHVq55Wkz5W1G2dNyarZLSk%3D-oU9z3A3Dj59eGtCBuQR%2FFw%3D%3D,Launch,8433454,JP Fundamentals Q3'20,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0.75 ,0.39 ,0.44 ,0.51 ,0.14 ,0.43 ,0.32 ,0.21 ,0.04 ,0.08 ,0.08 ,0.21 
71,Amazon,Japan,Video Conference 15,2020-08-31,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-F%2FhokWl3Bh5kqaTwH4D1C9OGieWhyBb%2FfBrDiOU%3D-5scY7FUzoqMkAyHhNY%2FprQ%3D%3D,Launch,8433455,JP Fundamentals Q3'20,,,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.81 ,0.50 ,0.53 ,0.60 ,0.22 ,0.47 ,0.34 ,0.22 ,0.07 ,0.22 ,0.10 ,0.33 
72,Amazon,Germany,September sale: the sale that comes to you,2020-09-07,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-EOksMgF%2BKCeP6QePvCBBpWwbktZArcphmqyCKDk%3D-PVaCo0uy21Rw%2FbMUq0j0fg%3D%3D,Launch,8494030,DE EOSS Q3'20,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.92 ,0.69 ,0.69 ,0.77 ,0.25 ,0.64 ,0.51 ,0.39 ,0.12 ,0.27 ,0.16 ,0.44 
73,Amazon Corporate,Japan,Brand Truth 30 NIPPON Store,2020-09-13,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-Nq6OqXKlulNhHYWVZC%2BdyGcIw2L6RNdTS0WEjr0%3D-XvH7%2Bbx81r5Vj9BcshD6xg%3D%3D,Launch,8564553,JP_this is amazon_2020Q3,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.82 ,0.49 ,0.54 ,0.57 ,0.33 ,0.47 ,0.43 ,0.26 ,0.06 ,0.15 ,0.09 ,0.31 
76,Amazon Corporate,United States,MORNING BILL HEY GOOD MORNING,2020-09-28,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-3sBQXZwmu%2Fjuq2sLqgX%2F7Z%2FGLGgylvDdeazujLE%3D-5OkBXEOsaJsyhvcHXojo8Q%3D%3D,Launch,8610634,US_this is amazon_2020Q3,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91 ,0.77 ,0.81 ,0.80 ,0.48 ,0.69 ,0.63 ,0.58 ,0.05 ,0.22 ,0.18 ,0.20 
79,Amazon,United States,SHANE IS GETTING HIS HOLIDAY SHOPPING DONE EARLY,2020-10-15,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-UKEqkGo1JjHGV722FT%2BGMSA%2FRvBb2t6YyMGHCZw%3D-c35TjLONO0IEa%2FWTWTh7Ow%3D%3D,Launch,8753672,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.93 ,0.81 ,0.85 ,0.87 ,0.49 ,0.78 ,0.73 ,0.65 ,0.05 ,0.21 ,0.21 ,0.25 
81,Amazon,United States,TESSA IS GETTING HER HOLIDAY SHOPPING DONE EARLY,2020-10-15,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-gfl3Y0rtUVLVjAOgd03jTfG2WrI9N3WB2cte0xM%3D-Lunri4RIhNCKVI%2BQ7G6%2BvA%3D%3D,Launch,8753673,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.92 ,0.82 ,0.83 ,0.85 ,0.49 ,0.76 ,0.75 ,0.67 ,0.06 ,0.19 ,0.19 ,0.26 
83,Amazon,United States,WADE IS GETTING HIS HOLIDAY SHOPPING DONE EARLY AT,2020-10-15,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-7Whps2LL8K7ML5X6JC0v%2BXM5siTgAkAooyQhdkY%3D-bj9dZBu9pqiY6d44fCsgdA%3D%3D,Launch,8753674,US_holiday bda 2020 - holiday shopping_2020Q3,,,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0.89 ,0.74 ,0.77 ,0.77 ,0.42 ,0.72 ,0.60 ,0.52 ,0.05 ,0.25 ,0.19 ,0.39 
91,Amazon Corporate,United Kingdom,Sustainability Windmills,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-UU%2F2XXfiKo5RaaaHdpe2CvuUanVaQOli8SDhkw8%3D-k%2BEzfa8mqe3izns4ps8ZNw%3D%3D,Launch,8840698,UK_think big do big_2020Q4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0.89 ,0.73 ,0.74 ,0.81 ,0.47 ,0.69 ,0.63 ,0.45 ,0.07 ,0.09 ,0.06 ,0.37 
89,Amazon Alexa,United Kingdom,Ironing Alexa,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-dr7dlLogfXlC0x61EifnPOYgOTksy4Wn1q09lkg%3D-Kbj5iuI%2BsE6x1xW8UMfnKQ%3D%3D,Launch,8840699,UK_UNLOCK_WORLD_WITH_VOICE_2021Q3,UK_UNLOCK_WORLD_WITH_VOICE_2020Q4,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0.85 ,0.65 ,0.71 ,0.68 ,0.31 ,0.59 ,0.58 ,0.53 ,0.06 ,0.14 ,0.09 ,0.44 
85,Amazon,United Kingdom,DINNER CHARMER UK,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-KiTcFEir%2Byy4u5e%2F1ZgBjK5OAgblGHiQfaoe46I%3D-IP%2F4vSuSjFm9ru311kRCYg%3D%3D,Launch,8852099,UK_black friday/cyber monday_2020Q4,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,2,1,9,6,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0.89 ,0.65 ,0.69 ,0.73 ,0.25 ,0.55 ,0.47 ,0.41 ,0.12 ,0.13 ,0.11 ,0.30 
86,Amazon,United Kingdom,WRAP GODDESS UK,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-jSF%2Bq4P0jSkYke%2B0ZnjZmFjtAAjn%2F1cXk4UWxVc%3D-GH1HTQS7CZoqYLcpeUiFsA%3D%3D,Launch,8852158,UK_black friday/cyber monday_2020Q4,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.90 ,0.69 ,0.72 ,0.79 ,0.26 ,0.66 ,0.57 ,0.42 ,0.04 ,0.19 ,0.16 ,0.39 
87,Amazon,Germany,DINNER CHARMER DE,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-zCZZJCvEoDXbIpVsYmgcHSS96y6DE1q2csJcitQ%3D-fByXaQzQrWyPZx6U4Rwvrw%3D%3D,Launch,8852168,DE Holiday 2020,,,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0.90 ,0.61 ,0.61 ,0.73 ,0.18 ,0.53 ,0.44 ,0.35 ,0.18 ,0.14 ,0.13 ,0.34 
88,Amazon,Germany,WRAP GODDESS DE,2020-10-26,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-p0vTg%2FClbcqfnhysuCO1%2BbuRxhODeL3AiK7bKtE%3D-LJGki3HKal8nJ9ultG%2F5aA%3D%3D,Launch,8852172,DE Holiday 2020,,,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.88 ,0.52 ,0.58 ,0.64 ,0.17 ,0.50 ,0.43 ,0.35 ,0.15 ,0.19 ,0.11 ,0.34 
92,Amazon,United Kingdom,DANCER UK 20,2020-11-04,https://abx.ocucom.com/apps/MediaPlayer/1.3.5/www/?adkey=PTK-1.0-zQgarqxM0ac5fS2mVWj9IdYGJUWaObeYzpbXtHQ%3D-3HWKF%2F8B7FBAZl8a6EaIPQ%3D%3D,Launch,8915051,UK_black friday/cyber monday_2020Q4,,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0.89 ,0.51 ,0.57 ,0.62 ,0.21 ,0.57 ,0.58 ,0.45 ,0.07 ,0.11 ,0.08 ,0.46 
